Tree #,Month,Cone Stage,Scale Thickness (mm),Seed #,Conopthorus sp. (Beetle larva) ,Megastigmus (Wasp),Midge,Pinyon bore moth,Spider ,Unknown Seed insect,Comments,name,Cone Stage,,1,Young small cones,,,,,,,,,,,,,,
4,March,3,6.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
4,March,1,3,1,1,1,0,0,1,0,"beetle piece found, wasp larvae, sac?, spider",SI,,,,,,,,,,,,,,,,,,
4,March,2,5.5,1,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
4,March,3,6,0,0,1,0,0,1,0,wasp larvae and spider bits,SI,,,,,,,,,,,,,,,,,,
4,March,2,5.5,1,0,0,0,0,0,0,Nonviable seed,SI,,,,,,,,,,,,,,,,,,
4,March,1,3.5,0,0,1,0,0,0,0,Wasp larvae ,SI,,,,,,,,,,,,,,,,,,
7,March,2,5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
7,March,3,5.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
7,March,2,5.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
7,March,2,5.5,0,0,0,0,0,0,0,some silk near base,SI,,,,,,,,,,,,,,,,,,
7,March,3,6,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
7,March,3,5,0,0,0,0,0,0,0,Silk near base ,SI,,,,,,,,,,,,,,,,,,
6,March,1,4,0,0,0,1,0,0,0,all seeds eaten and frassy ,SI,,,,,,,,,,,,,,,,,,
6,March,1,3,2,2,0,0,0,0,0,Larvae and frassy center with nonviable seed,SI,,,,,,,,,,,,,,,,,,
6,March,3,5.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
6,March,2,5.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
6,March,2,5,1,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
6,March,2,4.5,0,0,0,0,0,0,0,,SI,,,,,,,,,,,,,,,,,,
5,March,2,6,4,0,0,0,0,0,0,heavy resin,MR,,,,,,,,,,,,,,,,,,
5,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,March,1,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,March,2,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,March,2,6.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,March,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,March,2,6,0,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,March,3,6.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,3,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,2,9,0,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,3,9.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,March,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,2,5.5,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,1,6,0,2,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,March,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,2,4.5,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,1,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,March,1,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,March,1,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,March,2,6,0,0,0,0,1,0,0,large cacoon,MR,,,,,,,,,,,,,,,,,,
13,March,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,March,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,3,6.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,March,1,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,March,1,3.5,0,0,0,0,0,0,1,frass,MR,,,,,,,,,,,,,,,,,,
12,March,2,4.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,2,4,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,1,6,0,3,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,2,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,March,2,3,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,3,4.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,3,3,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,1,5.5,5,6,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,1,7,6,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,2,7.5,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,3,9,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,March,1,3,0,0,0,0,0,0,0,small of the year cone,MR,,,,,,,,,,,,,,,,,,
18,March,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,March,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,March,2,6,3,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,March,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,March,1,6,2,2,0,0,0,0,0,lots of frass,MR,,,,,,,,,,,,,,,,,,
18,March,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,3,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,March,3,3.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,3,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,March,1,8,5,2,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,2,8,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,2,6,3,3,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,April,1,4,1,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,2,7,1,1,0,1,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,3,6.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,1,8,0,5,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,2,5,1,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,1,6,4,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,April,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,2,7,3,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,1,4,0,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,April,1,4,0,3,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,1,9,4,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,2,7,1,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
4,April,1,5,0,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
21,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,3,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,3,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,April,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,April,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,April,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,1,7,0,3,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,3,6.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,April,1,7,2,1,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,2,7,14,8,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,2,6,8,6,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,1,7,2,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,April,1,6,4,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,3,2,0,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,April,1,6,7,4,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,2,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,2,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,2,6,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,1,4,0,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
16,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,1,9,6,1,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
15,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,April,2,4,0,0,0,0,0,0,3,"1 web, 2 pink egg bundles in silk",MF,,,,,,,,,,,,,,,,,,
11,April,2,4,0,,,,,,3,"1 green insect in sack..probably wasp, 1 yellow probably wasp in a sack, 1 adult insect 6 legs, hairy brown and white striped",MF,,,,,,,,,,,,,,,,,,
11,April,3,3,0,,,,,,2,pink egg bundles,MF,,,,,,,,,,,,,,,,,,
11,April,1,5,8,,,,,,3,pink egg bundles,MF,,,,,,,,,,,,,,,,,,
11,April,1,5,0,,,,,,3,"2 yellow larva insect body shape. 1 orange larva worm shape. there were seeds, but i had to cut the whole cone and they were all eaten so idk how many",MF,,,,,,,,,,,,,,,,,,
11,April,2,5,0,,,,,,1,pink egg bundles,MF,,,,,,,,,,,,,,,,,,
18,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,April,2,6,2,2,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,April,2,6,4,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,April,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,April,2,6.5,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,3,4,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,2,5,3,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,April,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,2,5.5,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,2,6,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,1,8,1,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,April,1,6,1,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,1,4,3,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,1,4,0,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,1,6,6,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,2,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
10,April,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,3,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,2,7,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,April,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,1,8,4,4,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,1,6,0,2,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
11,May,2,3,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,1,6,0,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
17,May,2,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,3,4,3,0,1,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
6,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,2,9,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
2,May,1,4,0,0,0,0,0,0,0,tiny developing cone,MR,,,,,,,,,,,,,,,,,,
3,May,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,May,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,May,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,May,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,May,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
3,May,2,8,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
19,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,May,3,6,0,0,0,0,0,1,0,,MR,,,,,,,,,,,,,,,,,,
5,May,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,May,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
5,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,3,5.5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,1,6,2,2,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,2,8,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
20,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,1,5,0,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,1,6,4,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,2,5,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
12,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,2,4,0,0,0,0,1,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,May,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,1,6,0,2,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,3,2.3,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
14,May,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,June,3,6,1,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,June,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,June,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,June,2,6,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,,
9,June,2,5,1,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
9,June,1,3,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,June,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,June,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,June,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
