Tree #,Month,Cone Stage,Scale Thickness (mm),Seed #,Conopthorus sp. (Beetle larva) ,Megastigmus (Wasp),Midge,Pinyon bore moth,Spider ,Unknown Seed insect,Comments,name,Cone Stage,,1,Young small cones,,,,,,,,,,,,,,
7,June,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,June,3,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
7,June,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,1,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,3,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,2,5,2,1,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,2,5,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
18,June,1,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,2,6,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,2,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,1,3,5,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,3,4,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,2,6,2,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
8,June,3,7,0,0,0,0,0,0,0,,MR,,,,,,,,,,,,,,,,,,
13,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,June,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,June,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,June,1,3,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,1,5,0,1,2,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,1,5,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,2,5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,June,2,5,1,0,1,0,0,1,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,1,4,5,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,1,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,3,5,0,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,1,4,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,June,2,5,1,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,3,3,5,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,1,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,June,1,2,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,1,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,2,6,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,June,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,2,6,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,2,5,1,1,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,3,5,5,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,6,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,June,1,3,0,4,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,1,5,3,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,1,6,0,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,2,6,2,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,2,6,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,June,1,2,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,2,4,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,1,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,June,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,1,6,0,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,1,5,0,0,2,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,1,6,2,9,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,June,1,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,2,5,2,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,1,8,10,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,June,2,6,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,2,7,5,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,2,6,5,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,2,5,2,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,June,1,4,2,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,June,1,4,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,1,3,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,June,3,0,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,July,1,5,0,0,0,0,0,0,0,large green cone,MR,,,,,,,,,,,,,,,,,,
21,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,July,1,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,July,1,4,3,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,3,7,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,2,8,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,July,2,7,3,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,2,5,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,1,4,2,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,July,1,4,3,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,1,3,2,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,2,4,1,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,1,6,3,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,1,6,4,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,2,7,8,2,5,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,July,2,5,1,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,2,4,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,1,5,3,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,July,1,5,4,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,1,5,6,5,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,1,5,2,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,1,5,6,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,1,4,4,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,1,4,2,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,1,5,1,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,July,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,1,5,1,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,1,4,2,1,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,1,5,4,0,8,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,July,1,3,2,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,1,5,4,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,2,4,0,0,0,0,0,1,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,3,3,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,July,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,2,6,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,3,5,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,1,3,0,1,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,2,5,0,0,0,0,0,1,0,0,MR,,,,,,,,,,,,,,,,,,
16,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,1,9,3,4,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,2,5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,1,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,May,1,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,1,6,0,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,2,8,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,2,6,0,0,0,0,0,1,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,May,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,3,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,2,8,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,1,4,0,0,0,0,1,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,3,5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,2,0,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,2,8,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,May,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,May,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,3,4,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,3,0,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,July,1,5,0,0,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,2,5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,1,7,2,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,August,1,5,3,0,5,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,August,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,1,5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,1,8,6,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,August,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,1,4,0,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,August,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
